Arctic						北极
he had to scrub the floor:他不得不擦地板
it took ages to scrub off the muck:花了很长时间才擦掉泥土
the doctor scrubbed up and donned a protective gown:医生擦洗并穿上防护服
the band scrub up well to play weddings and parties:the乐队为举办婚礼和派对而精心打扮
the first two races had to be scrubbed because of blustery winds and rough seas:前两场比赛由于狂风和波涛汹涌的海面不得不擦洗
the vapour is scrubbed by the condensate:蒸汽被冷凝水洗涤
I usually only scrub the front tyre when I get into a turn too hot:我通常只在转弯时擦洗前轮胎太热
he slammed the bike down on the cases to scrub off speed:他将自行车猛撞在箱子上以降低速度
:
don't use facial scrubs if your skin is sensitive:如果您的皮肤敏感，请不要使用面部磨砂膏
Bill emerged from the delivery room in green scrubs:Bill穿着绿色衣服从产房出来
a desert plain dotted with scrub:a沙漠平原点缀着磨砂
the wind tore across scrub and heathland:风吹过灌木丛和荒地
scrub apple trees:scrub苹果树
a scrub bull:一头磨砂公牛
you are a mean scrub:你是一个卑鄙的磨砂膏
a former All-Star reduced to the role of scrub:一位前全明星球员沦为磨砂角色
hardly anyone ever plays scrub these days:现在几乎没有人玩磨砂膏了

a limiting condition or measure, especially a legal one:a限制条件或措施，尤指合法的
the limitation or control of someone or something, or the state of being restricted:对某人或某物的限制或控制，或被限制的状态
restriction |rɪˈstrɪkʃ(ə)n| Noun/:限制
planning restrictions on commercial development:planning对商业发展的限制
the restriction of local government power:地方政府权力的限制

call for | 呼吁,要求





of great or more than average width:大或超过平均宽度
(after a measurement and in questions) from side to side:（在测量后和问题中）从一侧到另一侧
open to the full extent:全开
considerable:相当
including a great variety of people or things:包括各种各样的人或事
spread among a large number of people or over a large area:大量人群或大面积传播
considering or dealing with the more general aspects of a situation, issue, etc.:考虑或处理情况、问题等的更一般方面。
extending over the whole of:extending在整个
at a considerable or specified distance from an intended point or target:在距预定点或目标相当或指定的距离处
(especially in soccer) at or near the side of the field:（尤其是足球）在场边或附近
to the full extent:全力以赴
far from a particular or intended point or target:远离特定或预定点或目标
(especially in football) at or near the side of the field:（尤其是在足球场上）在场边或附近
a ball that is judged to be too wide of the stumps for the batsman to play, for which an extra is awarded to the batting side.:一个被判定为距离击球手太宽而击球手无法击球的球，击球方将获得额外奖励。
wide |wʌɪd| Adjective/Adverb/Noun/:宽的,广泛地,歪球,宽,广泛
a wide road:一条宽阔的马路
it measures 15 cm long by 12 cm wide:它长15厘米，宽12厘米
his eyes were wide with fear:他的眼睛因恐惧而睁大
tax revenues have undershot Treasury projections by a wide margin:tax收入大大低于财政部的预测
a wide range of opinion:广泛的意见
the government's desire for wider share ownership:政府希望扩大股权
the wider implications of the dispute:争议的更广泛影响
an industry-wide trend:行业趋势
the ball was wide of the leg stump:球在腿根处
he played in a wide left position:他打在一个偏左的位置
his eyes opened wide:他的眼睛睁得大大的
his final touchline conversion drifted wide:他最后的边线转换偏出
he will play wide on the right:他会在右边打边路

the action or process of talking about something in order to reach a decision or to exchange ideas:为了达成决定或交换想法而谈论某事的行动或过程
a conversation or debate about a specific topic:关于特定主题的对话或辩论
a detailed treatment of a topic in speech or writing:在演讲或写作中对一个话题的详细处理
discussion |dɪˈskʌʃ(ə)n| Noun/:讨论
the committee acts as a forum for discussion:委员会作为讨论的论坛
discussions about environmental improvement:关于环境改善的讨论
see Appendix One, for a more detailed discussion:见附录一，更详细的讨论

the state or degree of being easily or conveniently done:容易或方便地完成的状态或程度
feasibility |fiːzɪˈbɪlɪti| Noun/:可行性
the feasibility of screening athletes for cardiac disease:运动员心脏疾病筛查的可行性

attempt to find (something):attempttofind(something)
attempt or desire to obtain or achieve (something):企图或渴望获得或实现（某事）
ask for (something) from someone:向某人索取（某物）
search for and find someone or something:search并找到某人或某物
go to (a place):去（一个地方）
seek |sɔːt| Verb/:寻找,寻求
they came here to seek shelter from biting winter winds:他们来这里是为了躲避刺骨的冬风
the new regime sought his extradition:新政权寻求引渡他
he sought help from the police:他向警方求助
it's his job to seek out new customers:寻找新客户是他的工作
I sought my bedroom each night to brood over it:我每晚都找我的卧室来思考它

move backwards:向后移动
cause (a vehicle) to move backwards:cause（车辆）向后移动
(of an engine) work in a contrary direction:（引擎的）反方向工作
make (something) the opposite of what it was:make(something)与原来相反
exchange (the position or function) of two people or things:交换两个人或事物的（位置或功能）
revoke or annul (a judgement, sentence, or decree made by a lower court or authority):revokeorannul（下级法院或当局作出的判决、判决或法令）
turn (something) the other way round or up or inside out:把（某物）反过来或向上或由内而外
make (type or a design) appear as white in a block of solid colour or a half-tone:make（类型或设计）在纯色块或半色调中显示为白色
going in or turned towards the direction opposite to that previously stated:进入或转向与先前所述相反的方向
operating, behaving, or ordered in a way contrary or opposite to that which is usual or expected:以与通常或预期相反或相反的方式操作、行为或命令
(of a voltage applied to a semiconductor junction) in the direction which does not allow significant current to flow.:（施加到半导体结的电压）在不允许大量电流流动的方向上。
denoting a fault in which a relative downward movement occurred in the strata on the underside of the fault plane.:表示断层，其中在断层面下侧的地层中发生了相对向下的运动。
a complete change of direction or action:完全改变方向或行动
reverse gear on a motor vehicle; the position of a gear lever or selector corresponding to this:机动车倒档；与此对应的变速杆或选择器的位置
a play in which a player reverses the direction of attack by passing the ball to a teammate moving in the opposite direction:一种球员通过将球传给向相反方向移动的队友来改变进攻方向的比赛
